CODUSU,NRO_HOGAR,NIVEL_ED,CH03,CH04,CH06,CH07,PP04A,CAT_OCUP,INTENSI,PP3E_TOT,CATEGORIA,CALIFICACION,P21
TQRMNOPXPHKMLSCDEFKID00652543,1,Secundaria completa,Hijo/a Hijastro/a,Varon,26,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,30,Ocupaciones de la producción industrial y artesanal,No calificados,20000
TQRMNOTQVHMMLNCDEFKID00635140,1,Superior universitaria completa,Jefe/a,Mujer,30,unido?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,15,Ocupaciones de la educación,Técnicos,-9
TQRMNOSXTHLLLUCDEFKID00657118,1,Superior universitaria completa,Jefe/a,Varon,53,casado?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la comercialización directa,Profesionales,20000
TQRMNOSXTHLLLUCDEFKID00657118,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,46,casado?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,60000
TQRMNOQTXHJOLSCDEFKID00657146,1,Secundaria completa,Jefe/a,Varon,57,casado?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la comercialización directa,Operativos,30000
TQRMNOQTXHJOLSCDEFKID00657146,1,Secundaria completa,Conyuge / Pareja,Mujer,55,casado?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la comercialización directa,Operativos,30000
TQRMNOQTXHJOLSCDEFKID00657146,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,29,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,29000
TQRMNOQTXHJOLSCDEFKID00657146,1,Superior universitaria completa,Hijo/a Hijastro/a,Varon,27,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,6,Ocupaciones del deporte,Técnicos,20000
TQRMNOQTTHLOKMCDEFKID00635173,1,Superior universitaria incompleta,Hijo/a Hijastro/a,Mujer,53,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,24,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOQTYHLOKMCDEFKID00635243,1,Superior universitaria incompleta,Jefe/a,Varon,46,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la instalación y mantenimiento de maquinaria, equipos y sistemas de la producción de bienes",Operativos,34000
TQRMNOUYPHJOMMCDEFKID00657182,1,Secundaria completa,Jefe/a,Varon,46,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comunicación de masas,Técnicos,40000
TQRMNOPPQHMOMPCDEFKID00628840,1,Primaria completa,Jefe/a,Varon,38,casado?,...privada,Patron,Sobreocupado,40,Directivos de pequeñas y microempresas,Técnicos,30000
TQRMNOPPQHMOMPCDEFKID00628840,1,Secundaria incompleta,Conyuge / Pareja,Mujer,35,casado?,...privada,Cuenta propia,Sobreocupado,84,Ocupaciones de la comercialización directa,Operativos,15000
TQRMNOPPQHMOMPCDEFKID00628840,1,Secundaria completa,Hijo/a Hijastro/a,Varon,19,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la producción industrial y artesanal,Operativos,40000
TQRMNORYTHJMMLCDEFKID00657212,1,Primaria completa,Jefe/a,Varon,60,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,21,Ocupaciones de la reparación de bienes de consumo,Operativos,3000
TQRMNORYTHJMMLCDEFKID00657212,1,Primaria incompleta (incluye educacion especial),Conyuge / Pareja,Mujer,58,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,13000
TQRMNORWTHJOMMCDEFKID00657213,1,Primaria completa,Jefe/a,Varon,48,unido?,...privada,Cuenta propia,Ocupado pleno,40,Ocupaciones del cuidado y la atención de personas,Operativos,0
TQRMNORWTHJOMMCDEFKID00657213,1,Secundaria completa,Conyuge / Pareja,Mujer,40,unido?,...privada,Cuenta propia,Ocupado pleno,40,Ocupaciones del cuidado y la atención de personas,Operativos,0
TQRMNOUSSHJOMMCDEFKID00657214,1,Primaria completa,Jefe/a,Mujer,54,viudo/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,4,Ocupaciones de los servicios domésticos,No calificados,3200
TQRMNOUYQHJOMMCDEFKID00657215,1,Secundaria completa,Jefe/a,Mujer,26,soltero/a?,...privada,Cuenta propia,Sobreocupado,84,Ocupaciones de la comercialización directa,Operativos,0
TQRMNOTRPHLOLSCDEFKID00635161,1,Secundaria incompleta,Jefe/a,Varon,57,unido?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la producción industrial y artesanal,Operativos,70000
TQRMNOTRPHLOLSCDEFKID00635161,1,Secundaria completa,Conyuge / Pareja,Mujer,47,unido?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,16000
TQRMNORTVHKNLUCDEFKID00652465,51,Secundaria completa,Jefe/a,Mujer,53,casado?,...privada,Obrero o empleado,Sobreocupado,96,Ocupaciones de los servicios domésticos,No calificados,30000
TQRMNOSUVHJOKQCDEFKID00657250,1,Primaria completa,Jefe/a,Varon,37,soltero/a?,...privada,Obrero o empleado,Sobreocupado,54,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,16000
TQRMNOTVWHJLKRCDEFKID00657251,1,Superior universitaria completa,Jefe/a,Mujer,25,unido?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,8,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,6000
TQRMNOTPYHKOKNCDEFLID00657290,1,Superior universitaria incompleta,Jefe/a,Varon,37,unido?,...privada,Obrero o empleado,Ocupado pleno,45,Ocupaciones de la comercialización directa,Operativos,38000
TQRMNOTPYHKOKNCDEFLID00657290,1,Secundaria completa,Conyuge / Pareja,Mujer,38,unido?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,0
TQRMNOSSTHMLKUCDEFLID00628984,1,Secundaria completa,Jefe/a,Varon,48,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,40000
TQRMNOSSWHMLKUCDEFLID00628985,1,Superior universitaria completa,Jefe/a,Varon,35,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Técnicos,55000
TQRMNOSSXHMLKUCDEFLID00628979,1,Superior universitaria completa,Jefe/a,Mujer,38,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,Operativos,45000
TQRMNOTTSHMLKUCDEFLID00628987,1,Superior universitaria incompleta,Jefe/a,Mujer,31,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de la comercialización directa,No calificados,10000
TQRMNOPWQHLMLLCDEFLID00635446,1,Secundaria completa,Jefe/a,Varon,46,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de la comercialización directa,Operativos,36000
TQRMNOPWQHLMLLCDEFLID00635446,1,Superior universitaria completa,Conyuge / Pareja,Mujer,47,casado?,...privada,Cuenta propia,Sobreocupado,60,Ocupaciones de la gestión jurídico-legal,Profesionales,0
TQRMNOTPXHMOLQCDEFLID00628986,1,Primaria completa,Hermano/a,Mujer,45,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de servicios gastronómicos,Operativos,6000
TQRMNOQYPHLKLMCDEFLID00641000,1,Superior universitaria completa,Jefe/a,Mujer,28,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,45000
TQRMNOQYYHLKLMCDEFLID00641034,1,Superior universitaria completa,Jefe/a,Mujer,38,separado/a o divorsiado/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,40000
TQRMNOQUPHKLLMCDEFLID00652686,1,Superior universitaria completa,Jefe/a,Mujer,37,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,28000
TQRMNOQUSHKLLMCDEFLID00652722,1,Secundaria incompleta,Conyuge / Pareja,Varon,33,unido?,...privada,Obrero o empleado,Ocupado pleno,24,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,44000
TQRMNOSTRHKLLMCDEFLID00657320,1,Secundaria completa,Jefe/a,Varon,31,casado?,...estatal,Obrero o empleado,Ocupado pleno,40,Ocupaciones de las FFAA Gendarmería y Prefectura,Operativos,35000
TQRMNOSTSHKLLMCDEFLID00652605,1,Secundaria completa,Jefe/a,Varon,29,casado?,...estatal,Obrero o empleado,Ocupado pleno,16,Ocupaciones del arte,Profesionales,33000
TQRMNOTVTHLOLPCDEFLID00635419,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,39,unido?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,8000
TQRMNOTVTHLOLPCDEFLID00635419,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,27,unido?,...privada,Cuenta propia,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios sociales varios,Operativos,0
TQRMNOSPSHMMLNCDEFLID00635320,1,Superior universitaria incompleta,Jefe/a,Varon,57,casado?,...privada,Cuenta propia,Ocupado pleno,34,Ocupaciones de la comercialización directa,Operativos,20000
TQRMNOSPSHMMLNCDEFLID00635320,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,55,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,18000
TQRMNOSPVHMMLNCDEFLID00628920,1,Secundaria incompleta,Hermano/a,Mujer,28,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,12,Ocupaciones de los servicios domésticos,No calificados,8000
TQRMNOSPVHMMLNCDEFLID00628920,1,Secundaria completa,Madre/Padre,Mujer,50,separado/a o divorsiado/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,20,Ocupaciones de servicios de limpieza no domésticos,No calificados,22000
TQRMNOUYVHMMLNCDEFLID00629042,1,Secundaria completa,Jefe/a,Mujer,63,viudo/a?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios de limpieza no domésticos,No calificados,25000
TQRMNORRVHMMKPCDEFLID00628940,1,Superior universitaria completa,Hijo/a Hijastro/a,Mujer,35,soltero/a?,...privada,Cuenta propia,Ocupado pleno,20,"Ocupaciones del corretaje comercial, venta domiciliaria, viajantes y promotores",Operativos,-9
TQRMNOPWXHLOKSCDEFLID00635418,1,Primaria completa,Conyuge / Pareja,Mujer,51,casado?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios domésticos,No calificados,12000
TQRMNORXYHJMKNCDEFLID00657358,1,Superior universitaria completa,Jefe/a,Varon,45,casado?,...privada,Obrero o empleado,Sobreocupado,50,Ocupaciones de la comercialización directa,Operativos,40000
TQRMNORXYHJMKNCDEFLID00657358,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,43,casado?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,15,Ocupaciones de la producción industrial y artesanal,Operativos,-9
TQRMNORXQHLOKNCDEFLID00635426,1,Primaria completa,Jefe/a,Varon,59,casado?,...privada,Obrero o empleado,Ocupado pleno,24,Ocupaciones de servicios de limpieza no domésticos,Operativos,30000
TQRMNOPVWHKLKSCDEFMDB00652819,1,Superior universitaria incompleta,Conyuge / Pareja,Varon,51,casado?,...privada,Obrero o empleado,Ocupado pleno,45,"Ocupaciones de la construcción edilicia, de obras de infraestructura y de redes de distribución de energía, agua potable, gas, telefonía y petróleo",Operativos,-9
TQRMNOPWQHKLKSCDEFMDB00652888,1,Secundaria incompleta,Conyuge / Pareja,Varon,59,unido?,...estatal,Obrero o empleado,Subocupado por insuficiencia horaria,20,Ocupaciones de servicios de limpieza no domésticos,No calificados,25000
TQRMNOQYYHKLKSCDEFMDB00652725,1,Superior universitaria completa,Jefe/a,Varon,60,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la prevención de siniestros (naturales, humanos, productivos) atención del medio ambiente y ecología",Técnicos,45000
TQRMNOPUQHKLKTCDEFMDB00652845,1,Superior universitaria completa,Jefe/a,Varon,37,casado?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones de la producción de software,Técnicos,80000
TQRMNOPURHKLKTCDEFMDB00652889,1,Secundaria incompleta,Jefe/a,Mujer,44,soltero/a?,...privada,Obrero o empleado,Subocupado por insuficiencia horaria,30,Ocupaciones de la comercialización directa,No calificados,10000
TQRMNOQUVHKNLPCDEFIAH00652248,1,Secundaria incompleta,Hijo/a Hijastro/a,Varon,22,unido?,...privada,Obrero o empleado,Ocupado pleno,24,Ocupaciones del transporte,Operativos,20000
TQRMNOQUWHKNLPCDEFIAH00652151,1,Superior universitaria completa,Jefe/a,Mujer,41,soltero/a?,...estatal,Obrero o empleado,Ocupado pleno,24,Ocupaciones de la salud y sanidad,Técnicos,32000
TQRMNOQUXHKNLPCDEFIAH00652161,1,Secundaria completa,Hijo/a Hijastro/a,Varon,33,soltero/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de servicios gastronómicos,Operativos,9000
TQRMNOQSYHMOLRCDEFIAH00628496,1,Secundaria completa,Jefe/a,Varon,63,unido?,...privada,Obrero o empleado,Sobreocupado,70,Ocupaciones del transporte,Operativos,15000
TQRMNOQUXHMOLRCDEFIAH00628520,1,Secundaria completa,Jefe/a,Varon,35,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,24,"Ocupaciones del almacenaje de insumos, materias primas, mercaderías e instrumentos",Operativos,95000
TQRMNOSSSHMOLRCDEFIAH00628416,1,Primaria completa,Jefe/a,Varon,60,separado/a o divorsiado/a?,...privada,Cuenta propia,Ocupado pleno,42,Ocupaciones de la comercialización directa,Operativos,20000
TQRMNOQWRHMMLUCDEFIAH00628511,1,Superior universitaria completa,Jefe/a,Varon,42,casado?,...privada,Obrero o empleado,Sobreocupado,50,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,120000
TQRMNOQWRHMMLUCDEFIAH00628511,1,Superior universitaria completa,Conyuge / Pareja,Mujer,41,casado?,...estatal,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Profesionales,50000
TQRMNOQWTHMMLUCDEFIAH00628428,1,Superior universitaria completa,Jefe/a,Varon,47,casado?,...estatal,Obrero o empleado,Ocupado pleno,24,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,60000
TQRMNOQWTHMMLUCDEFIAH00628428,1,Superior universitaria completa,Conyuge / Pareja,Mujer,48,casado?,...estatal,Obrero o empleado,Ocupado pleno,15,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,120000
TQRMNOPSQHLMMLCDEFIAH00634826,1,Superior universitaria completa,Jefe/a,Mujer,52,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNOPSQHLMMLCDEFIAH00634826,1,Superior universitaria incompleta,Conyuge / Pareja,Varon,55,casado?,...estatal,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,-9
TQRMNOPSRHLMMLCDEFIAH00634806,1,Superior universitaria incompleta,Jefe/a,Varon,48,unido?,...privada,Cuenta propia,Sobreocupado,56,Ocupaciones de la comercialización directa,Operativos,-9
TQRMNOPTYHLNLSCDEFJAH00635046,1,Primaria completa,Jefe/a,Mujer,56,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,15,Ocupaciones de los servicios domésticos,No calificados,8000
TQRMNOPRXHLMKQCDEFJAH00635102,1,Secundaria completa,Madre/Padre,Varon,62,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,Ocupaciones de los servicios de vigilancia y seguridad civil,No calificados,-9
TQRMNORUSHLMKQCDEFJAH00635115,1,Superior universitaria completa,Hijo/a Hijastro/a,Mujer,29,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,30,"Ocupaciones de la gestión presupuestaria, contable y financiera",Profesionales,-9
TQRMNORSSHLOKSCDEFJAH00635103,1,Superior universitaria incompleta,Jefe/a,Varon,54,unido?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,37000
TQRMNOQXWHKOKQCDEFJAH00652385,1,Superior universitaria completa,Jefe/a,Mujer,68,separado/a o divorsiado/a?,...privada,Cuenta propia,Ocupado pleno,1,Ocupaciones de la salud y sanidad,Profesionales,2200
TQRMNOQXXHKOKQCDEFJAH00652332,1,Superior universitaria completa,Conyuge / Pareja,Mujer,52,unido?,...estatal,Obrero o empleado,Ocupado pleno,18,Ns.Nc,falta informacion,50000
TQRMNOQWPHKOLPCDEFJAH00652305,1,Primaria completa,Jefe/a,Mujer,43,separado/a o divorsiado/a?,...privada,Obrero o empleado,Ocupado pleno,25,Ocupaciones del cuidado y la atención de personas,No calificados,10000
TQRMNOQWPHKOLPCDEFJAH00652305,1,Secundaria completa,Yerno/Nuera,Varon,22,unido?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la comercialización indirecta,No calificados,-9
TQRMNOQYRHLKLNCDEFJAH00635014,1,Superior universitaria completa,Jefe/a,Varon,31,unido?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Profesionales,40000
TQRMNOQYRHLKLNCDEFJAH00635014,1,Superior universitaria completa,Conyuge / Pareja,Mujer,31,unido?,...estatal,Obrero o empleado,Ocupado pleno,20,Ocupaciones de la educación,Técnicos,25000
TQRMNOQPRHLMLOCDEFJAH00634990,1,Superior universitaria completa,Jefe/a,Mujer,37,soltero/a?,...privada,Cuenta propia,Subocupado por insuficiencia horaria,15,Ocupaciones de la gestión jurídico-legal,Profesionales,30000
TQRMNOQPSHLMLOCDEFJAH00635056,1,Primaria completa,Jefe/a,Varon,35,unido?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la reparación de bienes de consumo,Operativos,37000
TQRMNOSYUHMLKSCDEFJAH00652349,1,Superior universitaria incompleta,Jefe/a,Mujer,63,viudo/a?,...privada,Obrero o empleado,Ocupado que no trabajo en la semana,0,"Ocupaciones de la gestión administrativa, planificación y control de gestión",Operativos,18000
TQRMNOPQWHLKLNCDEFJAH00634988,1,Superior universitaria completa,Jefe/a,Mujer,53,viudo/a?,...privada,Obrero o empleado,Ocupado pleno,40,Ocupaciones de la salud y sanidad,Profesionales,18000
TQRMNORPRHKMLQCDEFJAH00652306,1,Primaria completa,Jefe/a,Varon,52,unido?,...privada,Obrero o empleado,Sobreocupado,60,Ocupaciones del transporte,Operativos,67000
TQRMNORPRHKMLQCDEFJAH00652306,1,Superior universitaria incompleta,Conyuge / Pareja,Mujer,41,unido?,...privada,Obrero o empleado,Ocupado pleno,40,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,35000
TQRMNOQQRHKMLRCDEFJAH00652392,1,Secundaria completa,Jefe/a,Varon,53,casado?,...privada,Obrero o empleado,Sobreocupado,48,Ocupaciones de los servicios de vigilancia y seguridad civil,Operativos,-9
TQRMNORSXHMMLOCDEFJAH00628602,1,Secundaria completa,Hermano/a,Varon,42,soltero/a?,...privada,Obrero o empleado,Ocupado pleno,18,"Ocupaciones de la gestión presupuestaria, contable y financiera",Operativos,29000
